region,locality,restaurantCount
VA,http://www.wikidata.org/entity/Q29623803,1
VA,http://www.wikidata.org/entity/Q1028053,1
VA,http://www.wikidata.org/entity/Q691558,1
VA,http://www.wikidata.org/entity/Q2866526,1
VT,http://www.wikidata.org/entity/Q3643589,1
Valley View,http://www.wikidata.org/entity/Q7400577,1
Valleyview,http://www.wikidata.org/entity/Q239870,1
Venetian Islands,Miami Beach,1
Village Of Mastic Beach,Mastic Beach,1
Village Of Wellington,http://www.wikidata.org/entity/Q1026685,1
Vlg Of 4 Ssns,Lake Ozark,1
WA,http://www.wikidata.org/entity/Q5083,3
WA,http://www.wikidata.org/entity/Q983540,2
WA,Lynden,1
WA,Olympia,1
WA,http://www.wikidata.org/entity/Q199797,1
WA,http://www.wikidata.org/entity/Q234053,1
WA,http://www.wikidata.org/entity/Q214164,1
WA,http://www.wikidata.org/entity/Q1906504,1
WA,Langley,1
WA,http://www.wikidata.org/entity/Q1922703,1
WI,http://www.wikidata.org/entity/Q122568652,2
WI,Waukesha,1
WI,http://www.wikidata.org/entity/Q2841648,1
WI,Schofield,1
WI,http://www.wikidata.org/entity/Q37836,1
WI,http://www.wikidata.org/entity/Q3416225,1
WV,http://www.wikidata.org/entity/Q2960780,1
WV,http://www.wikidata.org/entity/Q122539489,1
WV,Barboursville,1
WV,Beckley,1
Wankers Corners,West Linn,1
Wapping,South Windsor,1
Washington Township,http://www.wikidata.org/entity/Q1020984,1
Wedgwood,http://www.wikidata.org/entity/Q5083,1
Weirs Beach,http://www.wikidata.org/entity/Q6468794,1
Wesley Chapel,http://www.wikidata.org/entity/Q1649910,1
West Deerfield,http://www.wikidata.org/entity/Q5250883,1
West Fort Lee,http://www.wikidata.org/entity/Q49350368,1
West Glenville,http://www.wikidata.org/entity/Q3152900,1
West Medford,http://www.wikidata.org/entity/Q6805296,1
West Mifflin,http://www.wikidata.org/entity/Q1342,2
West Pittsburg,http://www.wikidata.org/entity/Q637229,1
West Vail,Vail,1
Weymouth Nas,http://www.wikidata.org/entity/Q122566891,1
Wheatfield,http://www.wikidata.org/entity/Q274120,1
Williams Crk,http://www.wikidata.org/entity/Q6346,1
Willoughby Hills,Willoughby,1
Wilm,http://www.wikidata.org/entity/Q576212,2
Wla,http://www.wikidata.org/entity/Q16910,1
Woodbury,Mc Cordsville,1
Woodbury,West Deptford,1
